date,month,quarter,year,department,daily_cost,sessions,tokens_used,monthly_budget,cumulative_monthly_cost,budget_used_pct
2025-01-07,2025-01,Q1 2025,2025,Legal,4.6499,11,519722,50,15.6881,31.38
2025-01-08,2025-01,Q1 2025,2025,Legal,1.6855,5,213699,50,17.3736,34.75
2025-01-09,2025-01,Q1 2025,2025,Legal,10.7409,23,1211577,50,28.1145,56.23
2025-01-10,2025-01,Q1 2025,2025,Legal,8.4039,22,1164200,50,36.5184,73.04
2025-01-13,2025-01,Q1 2025,2025,Legal,2.4643,15,648319,50,38.9827,77.97
2025-01-14,2025-01,Q1 2025,2025,Legal,4.2854,14,468647,50,43.2681,86.54
2025-01-15,2025-01,Q1 2025,2025,Legal,7.965,17,779750,50,51.2331,102.47
2025-01-16,2025-01,Q1 2025,2025,Legal,5.24,13,578745,50,56.4731,112.95
2025-01-17,2025-01,Q1 2025,2025,Legal,8.0644,13,627859,50,64.5375,129.07
2025-01-20,2025-01,Q1 2025,2025,Legal,2.8758,11,573459,50,67.4133,134.83
2025-01-21,2025-01,Q1 2025,2025,Legal,0.7772,8,276349,50,68.1905,136.38
2025-01-22,2025-01,Q1 2025,2025,Legal,2.9801,12,494144,50,71.1706,142.34
2025-01-23,2025-01,Q1 2025,2025,Legal,3.1146,15,648766,50,74.2852,148.57
2025-01-24,2025-01,Q1 2025,2025,Legal,2.3951,14,613333,50,76.6803,153.36
2025-01-25,2025-01,Q1 2025,2025,Legal,0.0307,2,148555,50,76.711,153.42
2025-01-26,2025-01,Q1 2025,2025,Legal,1.0081,6,249122,50,77.7191,155.44
2025-01-27,2025-01,Q1 2025,2025,Legal,6.7911,17,795602,50,84.5102,169.02
2025-01-28,2025-01,Q1 2025,2025,Legal,4.5513,10,384207,50,89.0615,178.12
2025-01-29,2025-01,Q1 2025,2025,Legal,1.396,15,593876,50,90.4575,180.92
2025-01-30,2025-01,Q1 2025,2025,Legal,3.6225,18,822622,50,94.08,188.16
2025-01-31,2025-01,Q1 2025,2025,Legal,3.989,19,807783,50,98.069,196.14
2025-02-01,2025-02,Q1 2025,2025,Legal,1.8861,5,227574,50,1.8861,3.77
2025-02-03,2025-02,Q1 2025,2025,Legal,8.0708,18,946963,50,9.9569,19.91
2025-02-04,2025-02,Q1 2025,2025,Legal,2.6679,10,336075,50,12.6248,25.25
2025-02-05,2025-02,Q1 2025,2025,Legal,2.7493,12,812647,50,15.3741,30.75
2025-02-06,2025-02,Q1 2025,2025,Legal,6.0981,18,918871,50,21.4722,42.94
2025-02-07,2025-02,Q1 2025,2025,Legal,2.3357,9,499133,50,23.8079,47.62
2025-02-08,2025-02,Q1 2025,2025,Legal,2.1778,8,331722,50,25.9857,51.97
2025-02-10,2025-02,Q1 2025,2025,Legal,8.9483,24,1340560,50,34.934,69.87
2025-02-11,2025-02,Q1 2025,2025,Legal,1.2953,10,500868,50,36.2293,72.46
2025-02-12,2025-02,Q1 2025,2025,Legal,6.366,17,932692,50,42.5953,85.19
2025-02-13,2025-02,Q1 2025,2025,Legal,6.1355,19,890826,50,48.7308,97.46
2025-02-14,2025-02,Q1 2025,2025,Legal,2.9161,16,877865,50,51.6469,103.29
2025-02-15,2025-02,Q1 2025,2025,Legal,1.5083,3,182649,50,53.1552,106.31
2025-02-16,2025-02,Q1 2025,2025,Legal,0.7774,3,124747,50,53.9326,107.87
2025-02-17,2025-02,Q1 2025,2025,Legal,1.9128,15,574431,50,55.8454,111.69
2025-02-18,2025-02,Q1 2025,2025,Legal,8.9024,15,935792,50,64.7478,129.5
2025-02-19,2025-02,Q1 2025,2025,Legal,4.3656,18,1025309,50,69.1134,138.23
2025-02-20,2025-02,Q1 2025,2025,Legal,5.2208,17,689273,50,74.3342,148.67
2025-02-21,2025-02,Q1 2025,2025,Legal,4.3126,18,958621,50,78.6468,157.29
2025-02-22,2025-02,Q1 2025,2025,Legal,0.7395,5,177975,50,79.3863,158.77
2025-02-24,2025-02,Q1 2025,2025,Legal,6.1582,23,1123429,50,85.5445,171.09
2025-02-25,2025-02,Q1 2025,2025,Legal,4.3499,17,932511,50,89.8944,179.79
2025-02-26,2025-02,Q1 2025,2025,Legal,4.5484,16,870169,50,94.4428,188.89
2025-02-27,2025-02,Q1 2025,2025,Legal,7.397,15,810248,50,101.8398,203.68
2025-02-28,2025-02,Q1 2025,2025,Legal,1.3475,16,964908,50,103.1873,206.37
2025-03-03,2025-03,Q1 2025,2025,Legal,8.2195,19,1006939,50,8.2195,16.44
2025-03-04,2025-03,Q1 2025,2025,Legal,12.1099,25,1366176,50,20.3294,40.66
2025-03-05,2025-03,Q1 2025,2025,Legal,7.0069,20,1056903,50,27.3363,54.67
2025-03-06,2025-03,Q1 2025,2025,Legal,5.0886,12,705362,50,32.4249,64.85
2025-03-07,2025-03,Q1 2025,2025,Legal,3.9184,16,883069,50,36.3433,72.69
2025-03-09,2025-03,Q1 2025,2025,Legal,0.6986,6,242112,50,37.0419,74.08
2025-03-10,2025-03,Q1 2025,2025,Legal,10.0093,16,864307,50,47.0512,94.1
2025-03-11,2025-03,Q1 2025,2025,Legal,5.8725,14,747235,50,52.9237,105.85
2025-03-12,2025-03,Q1 2025,2025,Legal,3.5052,8,504800,50,56.4289,112.86
2025-03-13,2025-03,Q1 2025,2025,Legal,9.0581,22,1316135,50,65.487,130.97
2025-03-14,2025-03,Q1 2025,2025,Legal,2.2943,12,636524,50,67.7813,135.56
2025-03-15,2025-03,Q1 2025,2025,Legal,2.8035,10,610558,50,70.5848,141.17
2025-03-17,2025-03,Q1 2025,2025,Legal,5.6223,17,1155260,50,76.2071,152.41
2025-03-18,2025-03,Q1 2025,2025,Legal,13.123,33,1779629,50,89.3301,178.66
2025-03-19,2025-03,Q1 2025,2025,Legal,5.5387,18,1046140,50,94.8688,189.74
2025-03-20,2025-03,Q1 2025,2025,Legal,4.4505,14,857551,50,99.3193,198.64
2025-03-21,2025-03,Q1 2025,2025,Legal,6.2819,17,1158718,50,105.6012,211.2
2025-03-24,2025-03,Q1 2025,2025,Legal,7.207,16,810631,50,112.8082,225.62
2025-03-25,2025-03,Q1 2025,2025,Legal,3.9867,15,673263,50,116.7949,233.59
2025-03-26,2025-03,Q1 2025,2025,Legal,14.8337,22,1404598,50,131.6286,263.26
2025-03-27,2025-03,Q1 2025,2025,Legal,14.0275,16,856000,50,145.6561,291.31
2025-03-28,2025-03,Q1 2025,2025,Legal,10.4208,24,1243407,50,156.0769,312.15
2025-03-29,2025-03,Q1 2025,2025,Legal,2.4971,5,285784,50,158.574,317.15
2025-03-30,2025-03,Q1 2025,2025,Legal,0.5495,3,166522,50,159.1235,318.25
2025-03-31,2025-03,Q1 2025,2025,Legal,5.6745,17,939342,50,164.798,329.6
2025-04-01,2025-04,Q2 2025,2025,Legal,3.5737,19,1046663,50,3.5737,7.15
2025-04-02,2025-04,Q2 2025,2025,Legal,3.6811,14,871054,50,7.2548,14.51
2025-04-03,2025-04,Q2 2025,2025,Legal,10.1429,15,1072691,50,17.3977,34.8
2025-04-04,2025-04,Q2 2025,2025,Legal,9.5727,18,1017191,50,26.9704,53.94
2025-04-05,2025-04,Q2 2025,2025,Legal,1.3191,5,241163,50,28.2895,56.58
2025-04-07,2025-04,Q2 2025,2025,Legal,5.878,23,1430197,50,34.1675,68.33
2025-04-08,2025-04,Q2 2025,2025,Legal,4.3918,18,982989,50,38.5593,77.12
2025-04-09,2025-04,Q2 2025,2025,Legal,8.6805,17,979033,50,47.2398,94.48
2025-04-10,2025-04,Q2 2025,2025,Legal,7.5636,23,1300588,50,54.8034,109.61
2025-04-11,2025-04,Q2 2025,2025,Legal,14.6457,31,1804367,50,69.4491,138.9
2025-04-12,2025-04,Q2 2025,2025,Legal,3.2617,8,432152,50,72.7108,145.42
2025-04-14,2025-04,Q2 2025,2025,Legal,6.0155,22,1267586,50,78.7263,157.45
2025-04-15,2025-04,Q2 2025,2025,Legal,7.2591,19,946452,50,85.9854,171.97
2025-04-16,2025-04,Q2 2025,2025,Legal,4.2405,22,1148919,50,90.2259,180.45
2025-04-17,2025-04,Q2 2025,2025,Legal,3.1867,25,1467475,50,93.4126,186.83
2025-04-18,2025-04,Q2 2025,2025,Legal,4.0919,27,1651699,50,97.5045,195.01
2025-04-19,2025-04,Q2 2025,2025,Legal,0.0343,1,70912,50,97.5388,195.08
2025-04-20,2025-04,Q2 2025,2025,Legal,2.2034,5,344714,50,99.7422,199.48
2025-04-21,2025-04,Q2 2025,2025,Legal,0.7268,11,678459,50,100.469,200.94
2025-04-22,2025-04,Q2 2025,2025,Legal,5.9122,16,935429,50,106.3812,212.76
2025-04-23,2025-04,Q2 2025,2025,Legal,4.5849,19,1216082,50,110.9661,221.93
2025-04-24,2025-04,Q2 2025,2025,Legal,3.2116,12,741310,50,114.1777,228.36
2025-04-25,2025-04,Q2 2025,2025,Legal,10.0016,28,1414873,50,124.1793,248.36
2025-04-27,2025-04,Q2 2025,2025,Legal,3.3824,6,302917,50,127.5617,255.12
2025-04-28,2025-04,Q2 2025,2025,Legal,6.4175,21,1208951,50,133.9792,267.96
2025-04-29,2025-04,Q2 2025,2025,Legal,1.6907,13,705223,50,135.6699,271.34
2025-04-30,2025-04,Q2 2025,2025,Legal,9.6195,17,1167608,50,145.2894,290.58
2025-05-01,2025-05,Q2 2025,2025,Legal,5.9504,13,888233,50,5.9504,11.9
2025-05-02,2025-05,Q2 2025,2025,Legal,6.7046,27,1472814,50,12.655,25.31
2025-05-03,2025-05,Q2 2025,2025,Legal,0.0772,1,39225,50,12.7322,25.46
2025-05-05,2025-05,Q2 2025,2025,Legal,3.1867,16,805689,50,15.9189,31.84
2025-05-06,2025-05,Q2 2025,2025,Legal,8.3173,20,1014742,50,24.2362,48.47
2025-05-07,2025-05,Q2 2025,2025,Legal,7.2914,26,1501661,50,31.5276,63.06
2025-05-08,2025-05,Q2 2025,2025,Legal,3.4609,14,653600,50,34.9885,69.98
2025-05-09,2025-05,Q2 2025,2025,Legal,4.8756,28,1471010,50,39.8641,79.73
2025-05-10,2025-05,Q2 2025,2025,Legal,1.7198,5,347437,50,41.5839,83.17
2025-05-11,2025-05,Q2 2025,2025,Legal,0.1372,1,91467,50,41.7211,83.44
2025-05-12,2025-05,Q2 2025,2025,Legal,3.1588,15,1009083,50,44.8799,89.76
2025-05-13,2025-05,Q2 2025,2025,Legal,4.7864,16,988099,50,49.6663,99.33
2025-05-14,2025-05,Q2 2025,2025,Legal,14.5206,33,2331366,50,64.1869,128.37
2025-05-15,2025-05,Q2 2025,2025,Legal,6.5374,24,1265007,50,70.7243,141.45
2025-05-16,2025-05,Q2 2025,2025,Legal,7.4565,35,1803833,50,78.1808,156.36
2025-05-18,2025-05,Q2 2025,2025,Legal,3.1782,6,309911,50,81.359,162.72
2025-05-19,2025-05,Q2 2025,2025,Legal,4.1783,13,869449,50,85.5373,171.07
2025-05-20,2025-05,Q2 2025,2025,Legal,5.8344,23,1353531,50,91.3717,182.74
2025-05-21,2025-05,Q2 2025,2025,Legal,6.6714,21,1466241,50,98.0431,196.09
2025-05-22,2025-05,Q2 2025,2025,Legal,17.348,25,1665807,50,115.3911,230.78
2025-05-23,2025-05,Q2 2025,2025,Legal,12.7079,23,1467052,50,128.099,256.2
2025-05-24,2025-05,Q2 2025,2025,Legal,0.2222,1,47148,50,128.3212,256.64
2025-05-26,2025-05,Q2 2025,2025,Legal,15.9354,30,1986651,50,144.2566,288.51
2025-05-27,2025-05,Q2 2025,2025,Legal,4.4327,18,1026745,50,148.6893,297.38
2025-05-28,2025-05,Q2 2025,2025,Legal,15.119,28,2003433,50,163.8083,327.62
2025-05-29,2025-05,Q2 2025,2025,Legal,12.3277,25,1755697,50,176.136,352.27
2025-05-30,2025-05,Q2 2025,2025,Legal,6.1458,18,1120133,50,182.2818,364.56
2025-06-01,2025-06,Q2 2025,2025,Legal,0.6567,5,215420,50,0.6567,1.31
2025-06-02,2025-06,Q2 2025,2025,Legal,1.3509,6,335582,50,2.0076,4.02
2025-06-03,2025-06,Q2 2025,2025,Legal,3.6432,10,595201,50,5.6508,11.3
2025-06-04,2025-06,Q2 2025,2025,Legal,11.4782,17,1297021,50,17.129,34.26
2025-06-05,2025-06,Q2 2025,2025,Legal,12.019,32,1830959,50,29.148,58.3
2025-06-06,2025-06,Q2 2025,2025,Legal,12.8629,22,1291476,50,42.0109,84.02
2025-06-09,2025-06,Q2 2025,2025,Legal,12.4809,23,1181782,50,54.4918,108.98
2025-06-10,2025-06,Q2 2025,2025,Legal,3.1881,10,553692,50,57.6799,115.36
2025-06-11,2025-06,Q2 2025,2025,Legal,12.8974,25,1817862,50,70.5773,141.15
2025-06-12,2025-06,Q2 2025,2025,Legal,7.1707,15,951805,50,77.748,155.5
2025-06-13,2025-06,Q2 2025,2025,Legal,9.2254,26,1379779,50,86.9734,173.95
2025-06-14,2025-06,Q2 2025,2025,Legal,0.7837,4,141351,50,87.7571,175.51
2025-06-16,2025-06,Q2 2025,2025,Legal,1.6776,6,599708,50,89.4347,178.87
2025-06-17,2025-06,Q2 2025,2025,Legal,16.9011,30,1897237,50,106.3358,212.67
2025-06-18,2025-06,Q2 2025,2025,Legal,16.8919,18,1327129,50,123.2277,246.46
2025-06-19,2025-06,Q2 2025,2025,Legal,18.2702,37,2146195,50,141.4979,283.0
2025-06-20,2025-06,Q2 2025,2025,Legal,12.512,24,1184562,50,154.0099,308.02
2025-06-22,2025-06,Q2 2025,2025,Legal,0.6145,3,178292,50,154.6244,309.25
2025-06-23,2025-06,Q2 2025,2025,Legal,2.9266,8,570874,50,157.551,315.1
2025-06-24,2025-06,Q2 2025,2025,Legal,3.3651,17,847448,50,160.9161,321.83
2025-06-25,2025-06,Q2 2025,2025,Legal,2.4328,15,775876,50,163.3489,326.7
2025-06-26,2025-06,Q2 2025,2025,Legal,5.4531,15,896598,50,168.802,337.6
2025-06-27,2025-06,Q2 2025,2025,Legal,11.2333,19,1188296,50,180.0353,360.07
2025-06-28,2025-06,Q2 2025,2025,Legal,3.8932,3,177740,50,183.9285,367.86
2025-06-30,2025-06,Q2 2025,2025,Legal,10.3036,15,1123288,50,194.2321,388.46
2025-07-01,2025-07,Q3 2025,2025,Legal,7.0584,14,547948,50,7.0584,14.12
2025-07-02,2025-07,Q3 2025,2025,Legal,10.153,18,1141761,50,17.2114,34.42
2025-07-03,2025-07,Q3 2025,2025,Legal,7.966,21,1043255,50,25.1774,50.35
2025-07-04,2025-07,Q3 2025,2025,Legal,4.2719,16,755629,50,29.4493,58.9
2025-07-05,2025-07,Q3 2025,2025,Legal,5.1258,8,479157,50,34.5751,69.15
2025-07-06,2025-07,Q3 2025,2025,Legal,0.0879,2,75098,50,34.663,69.33
2025-07-07,2025-07,Q3 2025,2025,Legal,5.025,13,720553,50,39.688,79.38
2025-07-08,2025-07,Q3 2025,2025,Legal,9.3092,24,1453115,50,48.9972,97.99
2025-07-09,2025-07,Q3 2025,2025,Legal,11.5982,18,1144691,50,60.5954,121.19
2025-07-10,2025-07,Q3 2025,2025,Legal,10.5322,16,1092629,50,71.1276,142.26
2025-07-11,2025-07,Q3 2025,2025,Legal,6.8791,20,1111368,50,78.0067,156.01
2025-07-13,2025-07,Q3 2025,2025,Legal,0.0422,3,107969,50,78.0489,156.1
2025-07-14,2025-07,Q3 2025,2025,Legal,11.1003,29,1667525,50,89.1492,178.3
2025-07-15,2025-07,Q3 2025,2025,Legal,1.5612,12,796350,50,90.7104,181.42
2025-07-16,2025-07,Q3 2025,2025,Legal,5.7424,19,1218172,50,96.4528,192.91
2025-07-17,2025-07,Q3 2025,2025,Legal,10.7325,21,1217753,50,107.1853,214.37
2025-07-18,2025-07,Q3 2025,2025,Legal,5.164,18,1009047,50,112.3493,224.7
2025-07-21,2025-07,Q3 2025,2025,Legal,16.4537,29,1784041,50,128.803,257.61
2025-07-22,2025-07,Q3 2025,2025,Legal,3.6618,13,633831,50,132.4648,264.93
2025-07-23,2025-07,Q3 2025,2025,Legal,10.7901,24,1681573,50,143.2549,286.51
2025-07-24,2025-07,Q3 2025,2025,Legal,2.7167,14,1078037,50,145.9716,291.94
2025-07-25,2025-07,Q3 2025,2025,Legal,14.8243,27,1814394,50,160.7959,321.59
2025-07-27,2025-07,Q3 2025,2025,Legal,0.7502,3,113701,50,161.5461,323.09
2025-07-28,2025-07,Q3 2025,2025,Legal,3.1403,7,373498,50,164.6864,329.37
2025-07-29,2025-07,Q3 2025,2025,Legal,17.6778,21,1067017,50,182.3642,364.73
2025-07-30,2025-07,Q3 2025,2025,Legal,11.7225,26,1632361,50,194.0867,388.17
2025-07-31,2025-07,Q3 2025,2025,Legal,5.03,19,915439,50,199.1167,398.23
2025-08-01,2025-08,Q3 2025,2025,Legal,3.7917,2,903004,50,3.7917,7.58
2025-08-04,2025-08,Q3 2025,2025,Legal,0.5647,1,382393,50,4.3564,8.71
2025-08-05,2025-08,Q3 2025,2025,Legal,0.1345,1,250620,50,4.4909,8.98
2025-08-06,2025-08,Q3 2025,2025,Legal,0.5647,2,735742,50,5.0556,10.11
2025-08-11,2025-08,Q3 2025,2025,Legal,0.1345,1,390460,50,5.1901,10.38
2025-08-12,2025-08,Q3 2025,2025,Legal,4.0338,2,1043910,50,9.2239,18.45
2025-08-13,2025-08,Q3 2025,2025,Legal,18.8779,5,2746397,50,28.1018,56.2
2025-08-14,2025-08,Q3 2025,2025,Legal,0.1345,1,386151,50,28.2363,56.47
2025-08-15,2025-08,Q3 2025,2025,Legal,2.6354,1,165911,50,30.8717,61.74
2025-08-19,2025-08,Q3 2025,2025,Legal,0.1076,1,352271,50,30.9793,61.96
2025-08-20,2025-08,Q3 2025,2025,Legal,7.207,2,914300,50,38.1863,76.37
2025-08-21,2025-08,Q3 2025,2025,Legal,0.511,2,1701689,50,38.6973,77.39
2025-08-22,2025-08,Q3 2025,2025,Legal,3.3884,2,708577,50,42.0857,84.17
2025-08-25,2025-08,Q3 2025,2025,Legal,2.6085,2,630591,50,44.6942,89.39
2025-08-26,2025-08,Q3 2025,2025,Legal,8.8474,2,845995,50,53.5416,107.08
2025-08-27,2025-08,Q3 2025,2025,Legal,1.8018,3,1458311,50,55.3434,110.69
2025-08-28,2025-08,Q3 2025,2025,Legal,0.2689,2,1428203,50,55.6123,111.22
2025-08-29,2025-08,Q3 2025,2025,Legal,3.3346,3,1916276,50,58.9469,117.89
2025-08-30,2025-08,Q3 2025,2025,Legal,26.4345,1,702670,50,85.3814,170.76
2025-09-01,2025-09,Q3 2025,2025,Legal,9.4134,3,522123,50,9.4134,18.83
2025-09-03,2025-09,Q3 2025,2025,Legal,1.3793,2,313102,50,10.7927,21.59
2025-09-04,2025-09,Q3 2025,2025,Legal,0.0284,1,196369,50,10.8211,21.64
2025-09-05,2025-09,Q3 2025,2025,Legal,1.422,1,217554,50,12.2431,24.49
2025-09-06,2025-09,Q3 2025,2025,Legal,0.0427,1,184701,50,12.2858,24.57
2025-09-08,2025-09,Q3 2025,2025,Legal,0.6257,2,631763,50,12.9115,25.82
2025-09-09,2025-09,Q3 2025,2025,Legal,0.1848,3,594652,50,13.0963,26.19
2025-09-10,2025-09,Q3 2025,2025,Legal,0.3839,2,957677,50,13.4802,26.96
2025-09-11,2025-09,Q3 2025,2025,Legal,0.0711,1,173898,50,13.5513,27.1
2025-09-12,2025-09,Q3 2025,2025,Legal,2.1472,1,270454,50,15.6985,31.4
2025-09-15,2025-09,Q3 2025,2025,Legal,18.7984,3,1280460,50,34.4969,68.99
2025-09-16,2025-09,Q3 2025,2025,Legal,3.8393,1,656943,50,38.3362,76.67
2025-09-17,2025-09,Q3 2025,2025,Legal,2.46,2,485578,50,40.7962,81.59
2025-09-18,2025-09,Q3 2025,2025,Legal,6.1998,6,1702899,50,46.996,93.99
2025-09-19,2025-09,Q3 2025,2025,Legal,0.3981,1,253813,50,47.3941,94.79
2025-09-22,2025-09,Q3 2025,2025,Legal,24.3441,5,1355666,50,71.7382,143.48
2025-09-24,2025-09,Q3 2025,2025,Legal,2.5027,2,350069,50,74.2409,148.48
2025-09-25,2025-09,Q3 2025,2025,Legal,0.3128,1,294339,50,74.5537,149.11
2025-09-26,2025-09,Q3 2025,2025,Legal,10.8069,3,1029761,50,85.3606,170.72
2025-09-29,2025-09,Q3 2025,2025,Legal,0.1706,1,497819,50,85.5312,171.06
2025-09-30,2025-09,Q3 2025,2025,Legal,1.8628,2,737414,50,87.394,174.79
2025-10-01,2025-10,Q4 2025,2025,Legal,5.0226,21,1117844,50,5.0226,10.05
2025-10-02,2025-10,Q4 2025,2025,Legal,5.9889,11,529705,50,11.0115,22.02
2025-10-03,2025-10,Q4 2025,2025,Legal,4.8326,14,728687,50,15.8441,31.69
2025-10-06,2025-10,Q4 2025,2025,Legal,7.8652,12,710545,50,23.7093,47.42
2025-10-07,2025-10,Q4 2025,2025,Legal,6.8378,19,896922,50,30.5471,61.09
2025-10-08,2025-10,Q4 2025,2025,Legal,5.1815,13,701051,50,35.7286,71.46
2025-10-09,2025-10,Q4 2025,2025,Legal,2.1863,12,646140,50,37.9149,75.83
2025-10-10,2025-10,Q4 2025,2025,Legal,3.9174,13,605943,50,41.8323,83.66
2025-10-12,2025-10,Q4 2025,2025,Legal,0.668,4,221245,50,42.5003,85.0
2025-10-13,2025-10,Q4 2025,2025,Legal,4.9621,13,695820,50,47.4624,94.92
2025-10-14,2025-10,Q4 2025,2025,Legal,4.8098,18,965377,50,52.2722,104.54
2025-10-15,2025-10,Q4 2025,2025,Legal,7.8681,16,778206,50,60.1403,120.28
2025-10-16,2025-10,Q4 2025,2025,Legal,9.3628,24,1225966,50,69.5031,139.01
2025-10-17,2025-10,Q4 2025,2025,Legal,2.3313,14,861595,50,71.8344,143.67
2025-10-19,2025-10,Q4 2025,2025,Legal,0.1265,1,64596,50,71.9609,143.92
2025-10-20,2025-10,Q4 2025,2025,Legal,2.6271,17,808707,50,74.588,149.18
2025-10-21,2025-10,Q4 2025,2025,Legal,2.3085,6,335125,50,76.8965,153.79
2025-10-22,2025-10,Q4 2025,2025,Legal,2.9064,16,695903,50,79.8029,159.61
2025-10-23,2025-10,Q4 2025,2025,Legal,4.3964,11,537962,50,84.1993,168.4
2025-10-24,2025-10,Q4 2025,2025,Legal,2.943,13,535286,50,87.1423,174.28
2025-10-27,2025-10,Q4 2025,2025,Legal,7.8073,17,1027524,50,94.9496,189.9
2025-10-28,2025-10,Q4 2025,2025,Legal,0.7474,10,537042,50,95.697,191.39
2025-10-29,2025-10,Q4 2025,2025,Legal,6.3537,22,1014293,50,102.0507,204.1
2025-10-30,2025-10,Q4 2025,2025,Legal,4.6828,14,697336,50,106.7335,213.47
2025-10-31,2025-10,Q4 2025,2025,Legal,3.0294,24,1218749,50,109.7629,219.53
2025-11-01,2025-11,Q4 2025,2025,Legal,0.3658,1,57716,50,0.3658,0.73
2025-11-02,2025-11,Q4 2025,2025,Legal,1.5033,7,463619,50,1.8691,3.74
2025-11-03,2025-11,Q4 2025,2025,Legal,2.3577,10,450165,50,4.2268,8.45
2025-11-04,2025-11,Q4 2025,2025,Legal,9.3682,20,1230325,50,13.595,27.19
2025-11-05,2025-11,Q4 2025,2025,Legal,5.2944,14,664781,50,18.8894,37.78
2025-11-06,2025-11,Q4 2025,2025,Legal,8.1364,13,742424,50,27.0258,54.05
2025-11-07,2025-11,Q4 2025,2025,Legal,4.447,9,600591,50,31.4728,62.95
2025-11-09,2025-11,Q4 2025,2025,Legal,2.6937,4,167193,50,34.1665,68.33
2025-11-10,2025-11,Q4 2025,2025,Legal,1.6347,16,596247,50,35.8012,71.6
2025-11-11,2025-11,Q4 2025,2025,Legal,6.2403,19,996372,50,42.0415,84.08
2025-11-12,2025-11,Q4 2025,2025,Legal,4.397,7,466291,50,46.4385,92.88
2025-11-13,2025-11,Q4 2025,2025,Legal,5.7703,25,1532744,50,52.2088,104.42
2025-11-14,2025-11,Q4 2025,2025,Legal,3.2217,13,799672,50,55.4305,110.86
2025-11-15,2025-11,Q4 2025,2025,Legal,0.573,2,174261,50,56.0035,112.01
2025-11-17,2025-11,Q4 2025,2025,Legal,5.1212,18,1016829,50,61.1247,122.25
2025-11-18,2025-11,Q4 2025,2025,Legal,6.7269,18,908273,50,67.8516,135.7
2025-11-19,2025-11,Q4 2025,2025,Legal,7.5658,22,1172941,50,75.4174,150.83
2025-11-20,2025-11,Q4 2025,2025,Legal,11.5353,19,1125018,50,86.9527,173.91
2025-11-21,2025-11,Q4 2025,2025,Legal,2.2898,15,620599,50,89.2425,178.48
2025-11-22,2025-11,Q4 2025,2025,Legal,0.3579,3,182934,50,89.6004,179.2
2025-11-24,2025-11,Q4 2025,2025,Legal,7.7894,24,1295876,50,97.3898,194.78
2025-11-25,2025-11,Q4 2025,2025,Legal,4.9865,17,1104038,50,102.3763,204.75
2025-11-26,2025-11,Q4 2025,2025,Legal,6.2606,18,996487,50,108.6369,217.27
2025-11-27,2025-11,Q4 2025,2025,Legal,3.4458,14,868314,50,112.0827,224.17
2025-11-28,2025-11,Q4 2025,2025,Legal,4.8635,17,935893,50,116.9462,233.89
2025-12-01,2025-12,Q4 2025,2025,Legal,6.0887,16,671118,50,6.0887,12.18
2025-12-02,2025-12,Q4 2025,2025,Legal,2.5285,12,590105,50,8.6172,17.23
2025-12-03,2025-12,Q4 2025,2025,Legal,9.1481,24,1479027,50,17.7653,35.53
2025-12-04,2025-12,Q4 2025,2025,Legal,5.6044,16,801835,50,23.3697,46.74
2025-12-05,2025-12,Q4 2025,2025,Legal,2.653,14,850242,50,26.0227,52.05
2025-12-06,2025-12,Q4 2025,2025,Legal,1.7233,5,233726,50,27.746,55.49
2025-12-07,2025-12,Q4 2025,2025,Legal,1.061,6,392741,50,28.807,57.61
2025-12-08,2025-12,Q4 2025,2025,Legal,3.4396,15,921239,50,32.2466,64.49
2025-12-09,2025-12,Q4 2025,2025,Legal,0.4451,3,143324,50,32.6917,65.38
2025-12-10,2025-12,Q4 2025,2025,Legal,0.9881,6,351844,50,33.6798,67.36
2025-12-11,2025-12,Q4 2025,2025,Legal,11.6056,19,1038895,50,45.2854,90.57
2025-12-12,2025-12,Q4 2025,2025,Legal,7.0148,15,749143,50,52.3002,104.6
2025-12-13,2025-12,Q4 2025,2025,Legal,3.4781,3,190823,50,55.7783,111.56
2025-12-15,2025-12,Q4 2025,2025,Legal,2.187,5,161228,50,57.9653,115.93
2025-12-16,2025-12,Q4 2025,2025,Legal,6.4863,16,785922,50,64.4516,128.9
2025-12-17,2025-12,Q4 2025,2025,Legal,7.8607,21,1187989,50,72.3123,144.62
2025-12-18,2025-12,Q4 2025,2025,Legal,2.1706,12,583734,50,74.4829,148.97
2025-12-19,2025-12,Q4 2025,2025,Legal,0.035,1,58780,50,74.5179,149.04
2025-12-20,2025-12,Q4 2025,2025,Legal,1.1439,5,317685,50,75.6618,151.32
2025-12-21,2025-12,Q4 2025,2025,Legal,1.1954,5,234833,50,76.8572,153.71
2025-12-22,2025-12,Q4 2025,2025,Legal,4.7107,9,505877,50,81.5679,163.14
2025-12-23,2025-12,Q4 2025,2025,Legal,4.032,12,583025,50,85.5999,171.2
2025-12-24,2025-12,Q4 2025,2025,Legal,1.3111,6,309168,50,86.911,173.82
2025-12-25,2025-12,Q4 2025,2025,Legal,5.4144,13,647701,50,92.3254,184.65
2025-12-26,2025-12,Q4 2025,2025,Legal,0.8967,11,447416,50,93.2221,186.44
2025-12-28,2025-12,Q4 2025,2025,Legal,5.651,6,357217,50,98.8731,197.75
2025-12-29,2025-12,Q4 2025,2025,Legal,5.2907,19,961321,50,104.1638,208.33
2025-12-30,2025-12,Q4 2025,2025,Legal,4.087,13,681064,50,108.2508,216.5
