payroll_id,date,month,quarter,year,type,employee_id,department,role,employment_type,base_salary_annual,gross_monthly_pay,bonus,taxes_withheld,net_pay,currency,status
PAY-007399,2021-06-18,2021-06,Q2 2021,2021,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,929.64,2444.13,7330.08,USD,Processed
PAY-007400,2021-07-18,2021-07,Q3 2021,2021,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,771.89,2178.66,7437.8,USD,Processed
PAY-007401,2021-08-17,2021-08,Q3 2021,2021,Payroll,EMP-00510,Marketing,Marketing Manager,Contract,106134.87,8844.57,875.43,2199.87,7520.13,USD,Processed
PAY-007402,2021-09-16,2021-09,Q3 2021,2021,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,568.62,2435.74,6977.45,USD,Processed
PAY-007403,2021-10-16,2021-10,Q4 2021,2021,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,1913.82,2244.58,8513.81,USD,Processed
PAY-007404,2021-11-15,2021-11,Q4 2021,2021,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,2054.36,2254.85,8644.08,USD,Processed
PAY-007405,2021-12-15,2021-12,Q4 2021,2021,Payroll,EMP-00510,Marketing,Marketing Manager,Contract,106134.87,8844.57,113.98,2608.22,6350.33,USD,Processed
PAY-007406,2022-01-14,2022-01,Q1 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,1842.34,2463.45,8223.46,USD,Processed
PAY-007407,2022-02-13,2022-02,Q1 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,1339.27,2031.49,8152.35,USD,Processed
PAY-007408,2022-03-15,2022-03,Q1 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,72.9,2090.59,6826.88,USD,Processed
PAY-007409,2022-04-14,2022-04,Q2 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,335.45,2373.86,6806.16,USD,Processed
PAY-007410,2022-05-14,2022-05,Q2 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Contract,106134.87,8844.57,1914.11,2381.41,8377.27,USD,Processed
PAY-007411,2022-06-13,2022-06,Q2 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,532.27,2282.51,7094.33,USD,Processed
PAY-007412,2022-07-13,2022-07,Q3 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,1717.09,2085.11,8476.55,USD,Processed
PAY-007413,2022-08-12,2022-08,Q3 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Contract,106134.87,8844.57,1385.15,2273.58,7956.14,USD,Processed
PAY-007414,2022-09-11,2022-09,Q3 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,2019.89,2001.93,8862.53,USD,Processed
PAY-007415,2022-10-11,2022-10,Q4 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Contract,106134.87,8844.57,217.89,2562.48,6499.98,USD,Processed
PAY-007416,2022-11-10,2022-11,Q4 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,1246.64,2321.09,7770.12,USD,Processed
PAY-007417,2022-12-10,2022-12,Q4 2022,2022,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,1539.31,2504.74,7879.14,USD,Processed
PAY-007418,2023-01-09,2023-01,Q1 2023,2023,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,1343.04,2495.64,7691.97,USD,Processed
PAY-007419,2023-02-08,2023-02,Q1 2023,2023,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,2007.81,2241.03,8611.35,USD,Processed
PAY-007420,2023-03-10,2023-03,Q1 2023,2023,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,852.57,1990.51,7706.63,USD,Processed
PAY-007421,2023-04-09,2023-04,Q2 2023,2023,Payroll,EMP-00510,Marketing,Marketing Manager,Full-time,106134.87,8844.57,298.22,2064.84,7077.95,USD,Processed
PAY-007422,2022-07-19,2022-07,Q3 2022,2022,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,959.13,1673.43,5505.24,USD,Processed
PAY-007423,2022-08-18,2022-08,Q3 2022,2022,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,923.73,1741.55,5401.72,USD,Processed
PAY-007424,2022-09-17,2022-09,Q3 2022,2022,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,298.24,1590.88,4926.9,USD,Processed
PAY-007425,2022-10-17,2022-10,Q4 2022,2022,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,968.15,1767.11,5420.58,USD,Processed
PAY-007426,2022-11-16,2022-11,Q4 2022,2022,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,64.2,1475.54,4808.2,USD,Processed
PAY-007427,2022-12-16,2022-12,Q4 2022,2022,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,267.51,1856.45,4630.6,USD,Processed
PAY-007428,2023-01-15,2023-01,Q1 2023,2023,Payroll,EMP-00511,Operations,Project Manager,Contract,74634.47,6219.54,368.58,1419.06,5169.06,USD,Processed
PAY-007429,2023-02-14,2023-02,Q1 2023,2023,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,477.13,1592.48,5104.19,USD,Processed
PAY-007430,2023-03-16,2023-03,Q1 2023,2023,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,621.66,1379.52,5461.68,USD,Processed
PAY-007431,2023-04-15,2023-04,Q2 2023,2023,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,1128.11,1447.77,5899.88,USD,Processed
PAY-007432,2023-05-15,2023-05,Q2 2023,2023,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,465.48,1702.67,4982.35,USD,Processed
PAY-007433,2023-06-14,2023-06,Q2 2023,2023,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,1056.52,1717.77,5558.29,USD,Processed
PAY-007434,2023-07-14,2023-07,Q3 2023,2023,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,262.26,1616.39,4865.41,USD,Processed
PAY-007435,2023-08-13,2023-08,Q3 2023,2023,Payroll,EMP-00511,Operations,Project Manager,Full-time,74634.47,6219.54,976.7,1716.99,5479.25,USD,Processed
PAY-007436,2024-06-27,2024-06,Q2 2024,2024,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,1264.95,1624.32,6021.91,USD,Processed
PAY-007437,2024-07-27,2024-07,Q3 2024,2024,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,1261.22,1532.27,6110.23,USD,Processed
PAY-007438,2024-08-26,2024-08,Q3 2024,2024,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,241.64,1508.18,5114.74,USD,Processed
PAY-007439,2024-09-25,2024-09,Q3 2024,2024,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,1429.33,1613.22,6197.39,USD,Processed
PAY-007440,2024-10-25,2024-10,Q4 2024,2024,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,295.95,1568.87,5108.36,USD,Processed
PAY-007441,2024-11-24,2024-11,Q4 2024,2024,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,152.9,1634.06,4900.12,USD,Processed
PAY-007442,2024-12-24,2024-12,Q4 2024,2024,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,203.0,1818.58,4765.7,USD,Processed
PAY-007443,2025-01-23,2025-01,Q1 2025,2025,Payroll,EMP-00512,Support,Support Engineer,Part-time,76575.4,6381.28,185.62,1656.61,4910.29,USD,Processed
PAY-007444,2025-02-22,2025-02,Q1 2025,2025,Payroll,EMP-00512,Support,Support Engineer,Part-time,76575.4,6381.28,198.49,1901.38,4678.39,USD,Processed
PAY-007445,2025-03-24,2025-03,Q1 2025,2025,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,426.59,1672.94,5134.93,USD,Processed
PAY-007446,2025-04-23,2025-04,Q2 2025,2025,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,553.18,1829.58,5104.88,USD,Processed
PAY-007447,2025-05-23,2025-05,Q2 2025,2025,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,383.31,1735.01,5029.58,USD,Processed
PAY-007448,2025-06-22,2025-06,Q2 2025,2025,Payroll,EMP-00512,Support,Support Engineer,Full-time,76575.4,6381.28,1205.76,1820.45,5766.59,USD,Processed
PAY-007449,2021-06-13,2021-06,Q2 2021,2021,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,620.53,1968.15,5429.71,USD,Processed
PAY-007450,2021-07-13,2021-07,Q3 2021,2021,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,733.34,1844.68,5665.99,USD,Processed
PAY-007451,2021-08-12,2021-08,Q3 2021,2021,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,804.43,1856.39,5725.37,USD,Processed
PAY-007452,2021-09-11,2021-09,Q3 2021,2021,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,582.66,1928.0,5431.99,USD,Processed
PAY-007453,2021-10-11,2021-10,Q4 2021,2021,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,6.34,1743.81,5039.86,USD,Processed
PAY-007454,2021-11-10,2021-11,Q4 2021,2021,Payroll,EMP-00513,Support,Customer Success Mgr,Contract,81327.95,6777.33,402.29,1631.72,5547.9,USD,Processed
PAY-007455,2021-12-10,2021-12,Q4 2021,2021,Payroll,EMP-00513,Support,Customer Success Mgr,Contract,81327.95,6777.33,308.88,1908.4,5177.81,USD,Processed
PAY-007456,2022-01-09,2022-01,Q1 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,212.29,1840.36,5149.26,USD,Processed
PAY-007457,2022-02-08,2022-02,Q1 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,95.36,1796.42,5076.27,USD,Processed
PAY-007458,2022-03-10,2022-03,Q1 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,1119.24,1921.36,5975.21,USD,Processed
PAY-007459,2022-04-09,2022-04,Q2 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Contract,81327.95,6777.33,742.39,1842.99,5676.73,USD,Processed
PAY-007460,2022-05-09,2022-05,Q2 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Contract,81327.95,6777.33,284.54,1717.35,5344.52,USD,Processed
PAY-007461,2022-06-08,2022-06,Q2 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,1259.27,1826.7,6209.9,USD,Processed
PAY-007462,2022-07-08,2022-07,Q3 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,1302.04,1615.21,6464.16,USD,Processed
PAY-007463,2022-08-07,2022-08,Q3 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Contract,81327.95,6777.33,1454.23,1945.5,6286.06,USD,Processed
PAY-007464,2022-09-06,2022-09,Q3 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,1432.01,2004.91,6204.43,USD,Processed
PAY-007465,2022-10-06,2022-10,Q4 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,111.71,1767.8,5121.24,USD,Processed
PAY-007466,2022-11-05,2022-11,Q4 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,841.31,1836.99,5781.65,USD,Processed
PAY-007467,2022-12-05,2022-12,Q4 2022,2022,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,1365.3,1842.82,6299.81,USD,Processed
PAY-007468,2023-01-04,2023-01,Q1 2023,2023,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,326.11,1850.85,5252.59,USD,Processed
PAY-007469,2023-02-03,2023-02,Q1 2023,2023,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,1464.51,1642.63,6599.21,USD,Processed
PAY-007470,2023-03-05,2023-03,Q1 2023,2023,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,1388.02,1664.92,6500.43,USD,Processed
PAY-007471,2023-04-04,2023-04,Q2 2023,2023,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,630.49,1617.14,5790.68,USD,Processed
PAY-007472,2023-05-04,2023-05,Q2 2023,2023,Payroll,EMP-00513,Support,Customer Success Mgr,Full-time,81327.95,6777.33,1447.55,1877.27,6347.61,USD,Processed
PAY-007473,2024-05-03,2024-05,Q2 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1111.3,2995.83,11226.13,USD,Processed
PAY-007474,2024-06-02,2024-06,Q2 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,3170.98,3742.41,12539.23,USD,Processed
PAY-007475,2024-07-02,2024-07,Q3 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1928.24,3209.76,11829.14,USD,Processed
PAY-007476,2024-08-01,2024-08,Q3 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1577.76,3620.0,11068.42,USD,Processed
PAY-007477,2024-08-31,2024-08,Q3 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1591.52,3418.57,11283.61,USD,Processed
PAY-007478,2024-09-30,2024-09,Q3 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1718.25,3561.69,11267.22,USD,Processed
PAY-007479,2024-10-30,2024-10,Q4 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,162.18,3262.58,10010.26,USD,Processed
PAY-007480,2024-11-29,2024-11,Q4 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,685.66,2910.72,10885.6,USD,Processed
PAY-007481,2024-12-29,2024-12,Q4 2024,2024,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,2013.48,3159.25,11964.89,USD,Processed
PAY-007482,2025-01-28,2025-01,Q1 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1683.94,3281.36,11513.24,USD,Processed
PAY-007483,2025-02-27,2025-02,Q1 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Part-time,157327.89,13110.66,2421.39,3548.55,11983.5,USD,Processed
PAY-007484,2025-03-29,2025-03,Q1 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,744.06,3837.96,10016.76,USD,Processed
PAY-007485,2025-04-28,2025-04,Q2 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1633.66,3238.31,11506.01,USD,Processed
PAY-007486,2025-05-28,2025-05,Q2 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Part-time,157327.89,13110.66,3156.07,2952.01,13314.72,USD,Processed
PAY-007487,2025-06-27,2025-06,Q2 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1246.4,3883.53,10473.53,USD,Processed
PAY-007488,2025-07-27,2025-07,Q3 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,572.76,3120.82,10562.6,USD,Processed
PAY-007489,2025-08-26,2025-08,Q3 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,2233.22,3078.49,12265.39,USD,Processed
PAY-007490,2025-09-25,2025-09,Q3 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,1501.47,3704.28,10907.85,USD,Processed
PAY-007491,2025-10-25,2025-10,Q4 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,2048.39,3613.27,11545.78,USD,Processed
PAY-007492,2025-11-24,2025-11,Q4 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,3119.8,3023.16,13207.3,USD,Processed
PAY-007493,2025-12-24,2025-12,Q4 2025,2025,Payroll,EMP-00514,Engineering,DevOps Engineer,Full-time,157327.89,13110.66,793.33,3672.66,10231.33,USD,Processed
PAY-007494,2020-10-09,2020-10,Q4 2020,2020,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,434.19,3122.85,7851.26,USD,Processed
PAY-007495,2020-11-08,2020-11,Q4 2020,2020,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1766.19,2519.35,9786.76,USD,Processed
PAY-007496,2020-12-08,2020-12,Q4 2020,2020,Payroll,EMP-00515,Finance,Controller,Contract,126479.07,10539.92,1739.38,2614.76,9664.54,USD,Processed
PAY-007497,2021-01-07,2021-01,Q1 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,375.94,2699.15,8216.71,USD,Processed
PAY-007498,2021-02-06,2021-02,Q1 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,368.63,2506.78,8401.77,USD,Processed
PAY-007499,2021-03-08,2021-03,Q1 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,700.28,2844.97,8395.23,USD,Processed
PAY-007500,2021-04-07,2021-04,Q2 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1795.39,2633.01,9702.3,USD,Processed
PAY-007501,2021-05-07,2021-05,Q2 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,629.92,3091.96,8077.88,USD,Processed
PAY-007502,2021-06-06,2021-06,Q2 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1945.7,2554.57,9931.05,USD,Processed
PAY-007503,2021-07-06,2021-07,Q3 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1716.74,2754.24,9502.42,USD,Processed
PAY-007504,2021-08-05,2021-08,Q3 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,2409.1,3044.1,9904.92,USD,Processed
PAY-007505,2021-09-04,2021-09,Q3 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,102.02,2978.47,7663.47,USD,Processed
PAY-007506,2021-10-04,2021-10,Q4 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,2372.08,2648.26,10263.74,USD,Processed
PAY-007507,2021-11-03,2021-11,Q4 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1890.2,2327.63,10102.49,USD,Processed
PAY-007508,2021-12-03,2021-12,Q4 2021,2021,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,2534.81,2932.36,10142.37,USD,Processed
PAY-007509,2022-01-02,2022-01,Q1 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,2258.6,2796.92,10001.6,USD,Processed
PAY-007510,2022-02-01,2022-02,Q1 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1834.21,3039.73,9334.4,USD,Processed
PAY-007511,2022-03-03,2022-03,Q1 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1177.53,3048.41,8669.04,USD,Processed
PAY-007512,2022-04-02,2022-04,Q2 2022,2022,Payroll,EMP-00515,Finance,Controller,Contract,126479.07,10539.92,689.93,2880.12,8349.73,USD,Processed
PAY-007513,2022-05-02,2022-05,Q2 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,323.63,2710.52,8153.03,USD,Pending
PAY-007514,2022-06-01,2022-06,Q2 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1637.47,2771.66,9405.73,USD,Processed
PAY-007515,2022-07-01,2022-07,Q3 2022,2022,Payroll,EMP-00515,Finance,Controller,Contract,126479.07,10539.92,1951.16,3079.5,9411.58,USD,Processed
PAY-007516,2022-07-31,2022-07,Q3 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,2291.83,2803.81,10027.94,USD,Processed
PAY-007517,2022-08-30,2022-08,Q3 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,590.83,2865.17,8265.58,USD,Processed
PAY-007518,2022-09-29,2022-09,Q3 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,2306.51,2527.96,10318.47,USD,Processed
PAY-007519,2022-10-29,2022-10,Q4 2022,2022,Payroll,EMP-00515,Finance,Controller,Contract,126479.07,10539.92,815.46,2771.09,8584.29,USD,Processed
PAY-007520,2022-11-28,2022-11,Q4 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,740.68,3058.91,8221.69,USD,Processed
PAY-007521,2022-12-28,2022-12,Q4 2022,2022,Payroll,EMP-00515,Finance,Controller,Full-time,126479.07,10539.92,1911.56,2409.45,10042.03,USD,Processed
PAY-007522,2022-08-02,2022-08,Q3 2022,2022,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1774.69,2142.68,7049.26,USD,Processed
PAY-007523,2022-09-01,2022-09,Q3 2022,2022,Payroll,EMP-00516,Support,Support Engineer,Contract,89007.03,7417.25,157.88,1995.11,5580.02,USD,Processed
PAY-007524,2022-10-01,2022-10,Q4 2022,2022,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,626.51,1819.23,6224.53,USD,Processed
PAY-007525,2022-10-31,2022-10,Q4 2022,2022,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,457.97,2212.2,5663.02,USD,Processed
PAY-007526,2022-11-30,2022-11,Q4 2022,2022,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,972.48,1851.91,6537.82,USD,Processed
PAY-007527,2022-12-30,2022-12,Q4 2022,2022,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,485.7,2132.83,5770.12,USD,Processed
PAY-007528,2023-01-29,2023-01,Q1 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,399.27,1674.09,6142.43,USD,Processed
PAY-007529,2023-02-28,2023-02,Q1 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,949.85,2037.96,6329.14,USD,Processed
PAY-007530,2023-03-30,2023-03,Q1 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,150.06,1843.33,5723.98,USD,Processed
PAY-007531,2023-04-29,2023-04,Q2 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1510.03,2078.17,6849.11,USD,Processed
PAY-007532,2023-05-29,2023-05,Q2 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,14.29,2056.77,5374.77,USD,Processed
PAY-007533,2023-06-28,2023-06,Q2 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Part-time,89007.03,7417.25,549.22,1809.46,6157.01,USD,Processed
PAY-007534,2023-07-28,2023-07,Q3 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Contract,89007.03,7417.25,1658.85,2212.39,6863.71,USD,Processed
PAY-007535,2023-08-27,2023-08,Q3 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Contract,89007.03,7417.25,1585.77,1847.95,7155.07,USD,Processed
PAY-007536,2023-09-26,2023-09,Q3 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1828.34,2161.74,7083.85,USD,Processed
PAY-007537,2023-10-26,2023-10,Q4 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1065.06,1746.56,6735.75,USD,Processed
PAY-007538,2023-11-25,2023-11,Q4 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1507.43,1719.48,7205.2,USD,Processed
PAY-007539,2023-12-25,2023-12,Q4 2023,2023,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1026.51,1956.89,6486.87,USD,Processed
PAY-007540,2024-01-24,2024-01,Q1 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,109.79,1685.2,5841.84,USD,Processed
PAY-007541,2024-02-23,2024-02,Q1 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Contract,89007.03,7417.25,1521.57,2206.46,6732.36,USD,Processed
PAY-007542,2024-03-24,2024-03,Q1 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,337.23,1882.01,5872.47,USD,Processed
PAY-007543,2024-04-23,2024-04,Q2 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1285.33,2218.6,6483.98,USD,Processed
PAY-007544,2024-05-23,2024-05,Q2 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,711.51,2006.45,6122.31,USD,Processed
PAY-007545,2024-06-22,2024-06,Q2 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Contract,89007.03,7417.25,993.63,1734.65,6676.23,USD,Processed
PAY-007546,2024-07-22,2024-07,Q3 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,926.3,1870.59,6472.96,USD,Processed
PAY-007547,2024-08-21,2024-08,Q3 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1454.64,2163.08,6708.81,USD,Processed
PAY-007548,2024-09-20,2024-09,Q3 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,263.07,1698.32,5982.0,USD,Processed
PAY-007549,2024-10-20,2024-10,Q4 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Contract,89007.03,7417.25,1301.5,2154.04,6564.71,USD,Processed
PAY-007550,2024-11-19,2024-11,Q4 2024,2024,Payroll,EMP-00516,Support,Support Engineer,Full-time,89007.03,7417.25,1339.05,1752.37,7003.93,USD,Processed
PAY-007551,2024-03-26,2024-03,Q1 2024,2024,Payroll,EMP-00517,Support,Support Engineer,Full-time,82942.26,6911.85,1418.97,1851.02,6479.8,USD,Processed
PAY-007552,2024-04-25,2024-04,Q2 2024,2024,Payroll,EMP-00517,Support,Support Engineer,Full-time,82942.26,6911.85,784.57,1634.84,6061.58,USD,Processed
PAY-007553,2024-05-25,2024-05,Q2 2024,2024,Payroll,EMP-00517,Support,Support Engineer,Full-time,82942.26,6911.85,1041.84,1711.83,6241.86,USD,Processed
PAY-007554,2024-06-24,2024-06,Q2 2024,2024,Payroll,EMP-00517,Support,Support Engineer,Full-time,82942.26,6911.85,379.19,1951.31,5339.73,USD,Processed
PAY-007555,2024-07-24,2024-07,Q3 2024,2024,Payroll,EMP-00517,Support,Support Engineer,Full-time,82942.26,6911.85,917.41,1931.65,5897.61,USD,Processed
