budget_id,period,quarter,year,department,category,budget_amount,actual_amount,variance,variance_pct,status,approved_by,notes
BVA-004383,2025-09,Q3 2025,2025,Finance,CapEx,151868.12,176418.54,24550.42,16.17,Over Budget,MGR-04,CapEx — Finance — Sep 2025
BVA-004384,2025-09,Q3 2025,2025,Finance,Tax,196290.73,247884.71,51593.98,26.28,Over Budget,MGR-02,Tax — Finance — Sep 2025
BVA-004385,2025-09,Q3 2025,2025,Operations,Revenue,29515.81,30069.4,553.59,1.88,Over Budget,MGR-05,Revenue — Operations — Sep 2025
BVA-004386,2025-09,Q3 2025,2025,Operations,COGS,288578.84,203466.47,-85112.37,-29.49,Under Budget,MGR-15,COGS — Operations — Sep 2025
BVA-004387,2025-09,Q3 2025,2025,Operations,Sales & Mkt,33636.53,39654.07,6017.54,17.89,Over Budget,MGR-01,Sales & Mkt — Operations — Sep 2025
BVA-004388,2025-09,Q3 2025,2025,Operations,R&D,60866.21,59889.91,-976.3,-1.6,Under Budget,MGR-09,R&D — Operations — Sep 2025
BVA-004389,2025-09,Q3 2025,2025,Operations,G&A,91618.0,106965.11,15347.11,16.75,Over Budget,MGR-15,G&A — Operations — Sep 2025
BVA-004390,2025-09,Q3 2025,2025,Operations,Payroll,452968.61,466062.78,13094.17,2.89,Over Budget,MGR-02,Payroll — Operations — Sep 2025
BVA-004391,2025-09,Q3 2025,2025,Operations,CapEx,442167.57,589759.37,147591.8,33.38,Over Budget,MGR-04,CapEx — Operations — Sep 2025
BVA-004392,2025-09,Q3 2025,2025,Operations,Tax,256521.93,270108.46,13586.53,5.3,Over Budget,MGR-12,Tax — Operations — Sep 2025
BVA-004393,2025-09,Q3 2025,2025,HR,Revenue,351734.9,461474.06,109739.16,31.2,Over Budget,MGR-04,Revenue — HR — Sep 2025
BVA-004394,2025-09,Q3 2025,2025,HR,COGS,150324.39,199239.9,48915.51,32.54,Over Budget,MGR-14,COGS — HR — Sep 2025
BVA-004395,2025-09,Q3 2025,2025,HR,Sales & Mkt,596422.65,457916.72,-138505.93,-23.22,Under Budget,MGR-02,Sales & Mkt — HR — Sep 2025
BVA-004396,2025-09,Q3 2025,2025,HR,R&D,137565.91,154405.97,16840.06,12.24,Over Budget,MGR-10,R&D — HR — Sep 2025
BVA-004397,2025-09,Q3 2025,2025,HR,G&A,184056.85,204363.56,20306.71,11.03,Over Budget,MGR-06,G&A — HR — Sep 2025
BVA-004398,2025-09,Q3 2025,2025,HR,Payroll,86344.65,79935.4,-6409.25,-7.42,Under Budget,MGR-02,Payroll — HR — Sep 2025
BVA-004399,2025-09,Q3 2025,2025,HR,CapEx,419885.01,389386.22,-30498.79,-7.26,Under Budget,MGR-11,CapEx — HR — Sep 2025
BVA-004400,2025-09,Q3 2025,2025,HR,Tax,541191.38,431100.5,-110090.88,-20.34,Under Budget,MGR-01,Tax — HR — Sep 2025
BVA-004401,2025-09,Q3 2025,2025,Support,Revenue,225649.1,287139.82,61490.72,27.25,Over Budget,MGR-15,Revenue — Support — Sep 2025
BVA-004402,2025-09,Q3 2025,2025,Support,COGS,144229.46,138107.13,-6122.33,-4.24,Under Budget,MGR-13,COGS — Support — Sep 2025
BVA-004403,2025-09,Q3 2025,2025,Support,Sales & Mkt,116192.46,156057.31,39864.85,34.31,Over Budget,MGR-03,Sales & Mkt — Support — Sep 2025
BVA-004404,2025-09,Q3 2025,2025,Support,R&D,545001.49,442190.66,-102810.83,-18.86,Under Budget,MGR-05,R&D — Support — Sep 2025
BVA-004405,2025-09,Q3 2025,2025,Support,G&A,382667.46,496911.67,114244.21,29.85,Over Budget,MGR-03,G&A — Support — Sep 2025
BVA-004406,2025-09,Q3 2025,2025,Support,Payroll,149317.94,149398.2,80.26,0.05,Over Budget,MGR-14,Payroll — Support — Sep 2025
BVA-004407,2025-09,Q3 2025,2025,Support,CapEx,161508.61,120939.47,-40569.14,-25.12,Under Budget,MGR-11,CapEx — Support — Sep 2025
BVA-004408,2025-09,Q3 2025,2025,Support,Tax,334548.76,413690.61,79141.85,23.66,Over Budget,MGR-08,Tax — Support — Sep 2025
BVA-004409,2025-09,Q3 2025,2025,Legal,Revenue,537897.51,630698.83,92801.32,17.25,Over Budget,MGR-10,Revenue — Legal — Sep 2025
BVA-004410,2025-09,Q3 2025,2025,Legal,COGS,137319.91,138239.34,919.43,0.67,Over Budget,MGR-07,COGS — Legal — Sep 2025
BVA-004411,2025-09,Q3 2025,2025,Legal,Sales & Mkt,477100.16,367080.43,-110019.73,-23.06,Under Budget,MGR-06,Sales & Mkt — Legal — Sep 2025
BVA-004412,2025-09,Q3 2025,2025,Legal,R&D,53511.12,56581.28,3070.16,5.74,Over Budget,MGR-07,R&D — Legal — Sep 2025
BVA-004413,2025-09,Q3 2025,2025,Legal,G&A,287405.41,268869.68,-18535.73,-6.45,Under Budget,MGR-11,G&A — Legal — Sep 2025
BVA-004414,2025-09,Q3 2025,2025,Legal,Payroll,146207.61,151603.74,5396.13,3.69,Over Budget,MGR-09,Payroll — Legal — Sep 2025
BVA-004415,2025-09,Q3 2025,2025,Legal,CapEx,278045.08,206601.5,-71443.58,-25.69,Under Budget,MGR-11,CapEx — Legal — Sep 2025
BVA-004416,2025-09,Q3 2025,2025,Legal,Tax,71045.1,78247.33,7202.23,10.14,Over Budget,MGR-14,Tax — Legal — Sep 2025
BVA-004417,2025-10,Q4 2025,2025,Sales,Revenue,234277.57,237580.69,3303.12,1.41,Over Budget,MGR-10,Revenue — Sales — Oct 2025
BVA-004418,2025-10,Q4 2025,2025,Sales,COGS,596909.87,557267.31,-39642.56,-6.64,Under Budget,MGR-07,COGS — Sales — Oct 2025
BVA-004419,2025-10,Q4 2025,2025,Sales,Sales & Mkt,322267.19,226222.58,-96044.61,-29.8,Under Budget,MGR-11,Sales & Mkt — Sales — Oct 2025
BVA-004420,2025-10,Q4 2025,2025,Sales,R&D,66103.75,75117.35,9013.6,13.64,Over Budget,MGR-02,R&D — Sales — Oct 2025
BVA-004421,2025-10,Q4 2025,2025,Sales,G&A,364609.51,361571.01,-3038.5,-0.83,Under Budget,MGR-04,G&A — Sales — Oct 2025
BVA-004422,2025-10,Q4 2025,2025,Sales,Payroll,438272.8,319267.13,-119005.67,-27.15,Under Budget,MGR-04,Payroll — Sales — Oct 2025
BVA-004423,2025-10,Q4 2025,2025,Sales,CapEx,130891.82,122220.22,-8671.6,-6.63,Under Budget,MGR-14,CapEx — Sales — Oct 2025
BVA-004424,2025-10,Q4 2025,2025,Sales,Tax,48874.83,53519.17,4644.34,9.5,Over Budget,MGR-05,Tax — Sales — Oct 2025
BVA-004425,2025-10,Q4 2025,2025,Engineering,Revenue,204320.17,213253.71,8933.54,4.37,Over Budget,MGR-14,Revenue — Engineering — Oct 2025
BVA-004426,2025-10,Q4 2025,2025,Engineering,COGS,301814.57,374096.92,72282.35,23.95,Over Budget,MGR-12,COGS — Engineering — Oct 2025
BVA-004427,2025-10,Q4 2025,2025,Engineering,Sales & Mkt,107696.13,94258.54,-13437.59,-12.48,Under Budget,MGR-08,Sales & Mkt — Engineering — Oct 2025
BVA-004428,2025-10,Q4 2025,2025,Engineering,R&D,160112.4,181118.36,21005.96,13.12,Over Budget,MGR-09,R&D — Engineering — Oct 2025
BVA-004429,2025-10,Q4 2025,2025,Engineering,G&A,287521.22,350844.43,63323.21,22.02,Over Budget,MGR-01,G&A — Engineering — Oct 2025
BVA-004430,2025-10,Q4 2025,2025,Engineering,Payroll,247285.79,174970.55,-72315.24,-29.24,Under Budget,MGR-05,Payroll — Engineering — Oct 2025
BVA-004431,2025-10,Q4 2025,2025,Engineering,CapEx,221874.19,240655.66,18781.47,8.46,Over Budget,MGR-08,CapEx — Engineering — Oct 2025
BVA-004432,2025-10,Q4 2025,2025,Engineering,Tax,454414.4,471839.45,17425.05,3.83,Over Budget,MGR-08,Tax — Engineering — Oct 2025
BVA-004433,2025-10,Q4 2025,2025,Marketing,Revenue,557254.11,532645.55,-24608.56,-4.42,Under Budget,MGR-10,Revenue — Marketing — Oct 2025
BVA-004434,2025-10,Q4 2025,2025,Marketing,COGS,454828.74,346472.4,-108356.34,-23.82,Under Budget,MGR-09,COGS — Marketing — Oct 2025
BVA-004435,2025-10,Q4 2025,2025,Marketing,Sales & Mkt,178121.04,128998.81,-49122.23,-27.58,Under Budget,MGR-03,Sales & Mkt — Marketing — Oct 2025
BVA-004436,2025-10,Q4 2025,2025,Marketing,R&D,481138.25,569986.55,88848.3,18.47,Over Budget,MGR-08,R&D — Marketing — Oct 2025
BVA-004437,2025-10,Q4 2025,2025,Marketing,G&A,547422.7,686379.74,138957.04,25.38,Over Budget,MGR-15,G&A — Marketing — Oct 2025
BVA-004438,2025-10,Q4 2025,2025,Marketing,Payroll,559853.48,684793.64,124940.16,22.32,Over Budget,MGR-14,Payroll — Marketing — Oct 2025
BVA-004439,2025-10,Q4 2025,2025,Marketing,CapEx,591780.69,726798.96,135018.27,22.82,Over Budget,MGR-04,CapEx — Marketing — Oct 2025
BVA-004440,2025-10,Q4 2025,2025,Marketing,Tax,43204.03,49250.11,6046.08,13.99,Over Budget,MGR-15,Tax — Marketing — Oct 2025
BVA-004441,2025-10,Q4 2025,2025,Finance,Revenue,572616.91,598269.17,25652.26,4.48,Over Budget,MGR-08,Revenue — Finance — Oct 2025
BVA-004442,2025-10,Q4 2025,2025,Finance,COGS,446882.61,535196.42,88313.81,19.76,Over Budget,MGR-03,COGS — Finance — Oct 2025
BVA-004443,2025-10,Q4 2025,2025,Finance,Sales & Mkt,307073.59,305895.69,-1177.9,-0.38,Under Budget,MGR-07,Sales & Mkt — Finance — Oct 2025
BVA-004444,2025-10,Q4 2025,2025,Finance,R&D,169331.2,131741.52,-37589.68,-22.2,Under Budget,MGR-02,R&D — Finance — Oct 2025
BVA-004445,2025-10,Q4 2025,2025,Finance,G&A,397339.22,362284.33,-35054.89,-8.82,Under Budget,MGR-12,G&A — Finance — Oct 2025
BVA-004446,2025-10,Q4 2025,2025,Finance,Payroll,497837.43,581705.88,83868.45,16.85,Over Budget,MGR-06,Payroll — Finance — Oct 2025
BVA-004447,2025-10,Q4 2025,2025,Finance,CapEx,46288.07,35010.84,-11277.23,-24.36,Under Budget,MGR-14,CapEx — Finance — Oct 2025
BVA-004448,2025-10,Q4 2025,2025,Finance,Tax,143162.76,160191.83,17029.07,11.89,Over Budget,MGR-07,Tax — Finance — Oct 2025
BVA-004449,2025-10,Q4 2025,2025,Operations,Revenue,146488.22,103822.42,-42665.8,-29.13,Under Budget,MGR-02,Revenue — Operations — Oct 2025
BVA-004450,2025-10,Q4 2025,2025,Operations,COGS,272605.44,299080.39,26474.95,9.71,Over Budget,MGR-01,COGS — Operations — Oct 2025
BVA-004451,2025-10,Q4 2025,2025,Operations,Sales & Mkt,162797.16,139031.42,-23765.74,-14.6,Under Budget,MGR-08,Sales & Mkt — Operations — Oct 2025
BVA-004452,2025-10,Q4 2025,2025,Operations,R&D,450626.31,545906.45,95280.14,21.14,Over Budget,MGR-15,R&D — Operations — Oct 2025
BVA-004453,2025-10,Q4 2025,2025,Operations,G&A,325642.77,250464.61,-75178.16,-23.09,Under Budget,MGR-04,G&A — Operations — Oct 2025
BVA-004454,2025-10,Q4 2025,2025,Operations,Payroll,500620.34,488219.07,-12401.27,-2.48,Under Budget,MGR-07,Payroll — Operations — Oct 2025
BVA-004455,2025-10,Q4 2025,2025,Operations,CapEx,562558.85,507011.13,-55547.72,-9.87,Under Budget,MGR-09,CapEx — Operations — Oct 2025
BVA-004456,2025-10,Q4 2025,2025,Operations,Tax,522893.46,413609.97,-109283.49,-20.9,Under Budget,MGR-11,Tax — Operations — Oct 2025
BVA-004457,2025-10,Q4 2025,2025,HR,Revenue,289435.56,361099.81,71664.25,24.76,Over Budget,MGR-04,Revenue — HR — Oct 2025
BVA-004458,2025-10,Q4 2025,2025,HR,COGS,513178.68,666520.05,153341.37,29.88,Over Budget,MGR-01,COGS — HR — Oct 2025
BVA-004459,2025-10,Q4 2025,2025,HR,Sales & Mkt,220202.1,268653.67,48451.57,22.0,Over Budget,MGR-05,Sales & Mkt — HR — Oct 2025
BVA-004460,2025-10,Q4 2025,2025,HR,R&D,310579.34,414616.98,104037.64,33.5,Over Budget,MGR-02,R&D — HR — Oct 2025
BVA-004461,2025-10,Q4 2025,2025,HR,G&A,547801.33,667896.53,120095.2,21.92,Over Budget,MGR-06,G&A — HR — Oct 2025
BVA-004462,2025-10,Q4 2025,2025,HR,Payroll,179059.0,183671.88,4612.88,2.58,Over Budget,MGR-05,Payroll — HR — Oct 2025
BVA-004463,2025-10,Q4 2025,2025,HR,CapEx,199265.0,256684.14,57419.14,28.82,Over Budget,MGR-07,CapEx — HR — Oct 2025
BVA-004464,2025-10,Q4 2025,2025,HR,Tax,394123.69,362492.78,-31630.91,-8.03,Under Budget,MGR-05,Tax — HR — Oct 2025
BVA-004465,2025-10,Q4 2025,2025,Support,Revenue,129885.72,138000.16,8114.44,6.25,Over Budget,MGR-10,Revenue — Support — Oct 2025
BVA-004466,2025-10,Q4 2025,2025,Support,COGS,213437.34,210509.38,-2927.96,-1.37,Under Budget,MGR-04,COGS — Support — Oct 2025
BVA-004467,2025-10,Q4 2025,2025,Support,Sales & Mkt,420741.42,531265.98,110524.56,26.27,Over Budget,MGR-05,Sales & Mkt — Support — Oct 2025
BVA-004468,2025-10,Q4 2025,2025,Support,R&D,425065.08,401590.7,-23474.38,-5.52,Under Budget,MGR-15,R&D — Support — Oct 2025
BVA-004469,2025-10,Q4 2025,2025,Support,G&A,234006.21,196584.51,-37421.7,-15.99,Under Budget,MGR-06,G&A — Support — Oct 2025
BVA-004470,2025-10,Q4 2025,2025,Support,Payroll,89353.73,78936.15,-10417.58,-11.66,Under Budget,MGR-06,Payroll — Support — Oct 2025
BVA-004471,2025-10,Q4 2025,2025,Support,CapEx,52462.34,50727.34,-1735.0,-3.31,Under Budget,MGR-08,CapEx — Support — Oct 2025
BVA-004472,2025-10,Q4 2025,2025,Support,Tax,509183.29,492801.57,-16381.72,-3.22,Under Budget,MGR-12,Tax — Support — Oct 2025
BVA-004473,2025-10,Q4 2025,2025,Legal,Revenue,140904.09,188290.41,47386.32,33.63,Over Budget,MGR-08,Revenue — Legal — Oct 2025
BVA-004474,2025-10,Q4 2025,2025,Legal,COGS,416124.29,406895.95,-9228.34,-2.22,Under Budget,MGR-11,COGS — Legal — Oct 2025
BVA-004475,2025-10,Q4 2025,2025,Legal,Sales & Mkt,576278.32,412591.33,-163686.99,-28.4,Under Budget,MGR-11,Sales & Mkt — Legal — Oct 2025
BVA-004476,2025-10,Q4 2025,2025,Legal,R&D,96067.07,116850.4,20783.33,21.63,Over Budget,MGR-04,R&D — Legal — Oct 2025
BVA-004477,2025-10,Q4 2025,2025,Legal,G&A,587378.46,412564.16,-174814.3,-29.76,Under Budget,MGR-10,G&A — Legal — Oct 2025
BVA-004478,2025-10,Q4 2025,2025,Legal,Payroll,78709.83,90626.32,11916.49,15.14,Over Budget,MGR-01,Payroll — Legal — Oct 2025
BVA-004479,2025-10,Q4 2025,2025,Legal,CapEx,512711.19,564545.9,51834.71,10.11,Over Budget,MGR-08,CapEx — Legal — Oct 2025
BVA-004480,2025-10,Q4 2025,2025,Legal,Tax,333003.02,319281.2,-13721.82,-4.12,Under Budget,MGR-14,Tax — Legal — Oct 2025
BVA-004481,2025-11,Q4 2025,2025,Sales,Revenue,338504.82,295654.5,-42850.32,-12.66,Under Budget,MGR-02,Revenue — Sales — Nov 2025
BVA-004482,2025-11,Q4 2025,2025,Sales,COGS,486738.19,397214.21,-89523.98,-18.39,Under Budget,MGR-13,COGS — Sales — Nov 2025
BVA-004483,2025-11,Q4 2025,2025,Sales,Sales & Mkt,544417.41,716697.69,172280.28,31.64,Over Budget,MGR-04,Sales & Mkt — Sales — Nov 2025
BVA-004484,2025-11,Q4 2025,2025,Sales,R&D,212739.56,276411.94,63672.38,29.93,Over Budget,MGR-15,R&D — Sales — Nov 2025
BVA-004485,2025-11,Q4 2025,2025,Sales,G&A,462972.32,442299.29,-20673.03,-4.47,Under Budget,MGR-03,G&A — Sales — Nov 2025
BVA-004486,2025-11,Q4 2025,2025,Sales,Payroll,254059.7,227600.22,-26459.48,-10.41,Under Budget,MGR-04,Payroll — Sales — Nov 2025
BVA-004487,2025-11,Q4 2025,2025,Sales,CapEx,474189.68,341667.01,-132522.67,-27.95,Under Budget,MGR-09,CapEx — Sales — Nov 2025
BVA-004488,2025-11,Q4 2025,2025,Sales,Tax,417419.63,302949.31,-114470.32,-27.42,Under Budget,MGR-07,Tax — Sales — Nov 2025
BVA-004489,2025-11,Q4 2025,2025,Engineering,Revenue,329469.86,238498.3,-90971.56,-27.61,Under Budget,MGR-12,Revenue — Engineering — Nov 2025
BVA-004490,2025-11,Q4 2025,2025,Engineering,COGS,319152.14,395743.73,76591.59,24.0,Over Budget,MGR-06,COGS — Engineering — Nov 2025
BVA-004491,2025-11,Q4 2025,2025,Engineering,Sales & Mkt,269638.19,236151.08,-33487.11,-12.42,Under Budget,MGR-15,Sales & Mkt — Engineering — Nov 2025
BVA-004492,2025-11,Q4 2025,2025,Engineering,R&D,365825.08,280773.62,-85051.46,-23.25,Under Budget,MGR-10,R&D — Engineering — Nov 2025
BVA-004493,2025-11,Q4 2025,2025,Engineering,G&A,174431.43,192682.12,18250.69,10.46,Over Budget,MGR-03,G&A — Engineering — Nov 2025
BVA-004494,2025-11,Q4 2025,2025,Engineering,Payroll,337945.0,251790.1,-86154.9,-25.49,Under Budget,MGR-05,Payroll — Engineering — Nov 2025
BVA-004495,2025-11,Q4 2025,2025,Engineering,CapEx,357766.75,284764.36,-73002.39,-20.41,Under Budget,MGR-11,CapEx — Engineering — Nov 2025
BVA-004496,2025-11,Q4 2025,2025,Engineering,Tax,508024.26,494161.48,-13862.78,-2.73,Under Budget,MGR-14,Tax — Engineering — Nov 2025
BVA-004497,2025-11,Q4 2025,2025,Marketing,Revenue,347527.42,332309.72,-15217.7,-4.38,Under Budget,MGR-10,Revenue — Marketing — Nov 2025
BVA-004498,2025-11,Q4 2025,2025,Marketing,COGS,295809.53,276844.53,-18965.0,-6.41,Under Budget,MGR-09,COGS — Marketing — Nov 2025
BVA-004499,2025-11,Q4 2025,2025,Marketing,Sales & Mkt,450143.04,453034.31,2891.27,0.64,Over Budget,MGR-12,Sales & Mkt — Marketing — Nov 2025
BVA-004500,2025-11,Q4 2025,2025,Marketing,R&D,61225.26,49744.79,-11480.47,-18.75,Under Budget,MGR-07,R&D — Marketing — Nov 2025
BVA-004501,2025-11,Q4 2025,2025,Marketing,G&A,398286.58,299730.44,-98556.14,-24.75,Under Budget,MGR-15,G&A — Marketing — Nov 2025
BVA-004502,2025-11,Q4 2025,2025,Marketing,Payroll,599479.31,733245.03,133765.72,22.31,Over Budget,MGR-13,Payroll — Marketing — Nov 2025
BVA-004503,2025-11,Q4 2025,2025,Marketing,CapEx,524215.06,426133.51,-98081.55,-18.71,Under Budget,MGR-04,CapEx — Marketing — Nov 2025
BVA-004504,2025-11,Q4 2025,2025,Marketing,Tax,372133.77,430427.98,58294.21,15.66,Over Budget,MGR-09,Tax — Marketing — Nov 2025
BVA-004505,2025-11,Q4 2025,2025,Finance,Revenue,21887.71,15853.61,-6034.1,-27.57,Under Budget,MGR-01,Revenue — Finance — Nov 2025
BVA-004506,2025-11,Q4 2025,2025,Finance,COGS,493641.44,595087.49,101446.05,20.55,Over Budget,MGR-07,COGS — Finance — Nov 2025
BVA-004507,2025-11,Q4 2025,2025,Finance,Sales & Mkt,285026.71,303184.49,18157.78,6.37,Over Budget,MGR-04,Sales & Mkt — Finance — Nov 2025
BVA-004508,2025-11,Q4 2025,2025,Finance,R&D,531011.36,681496.88,150485.52,28.34,Over Budget,MGR-05,R&D — Finance — Nov 2025
BVA-004509,2025-11,Q4 2025,2025,Finance,G&A,177014.41,190904.98,13890.57,7.85,Over Budget,MGR-15,G&A — Finance — Nov 2025
BVA-004510,2025-11,Q4 2025,2025,Finance,Payroll,574109.94,584567.78,10457.84,1.82,Over Budget,MGR-04,Payroll — Finance — Nov 2025
BVA-004511,2025-11,Q4 2025,2025,Finance,CapEx,489675.07,421237.81,-68437.26,-13.98,Under Budget,MGR-06,CapEx — Finance — Nov 2025
BVA-004512,2025-11,Q4 2025,2025,Finance,Tax,150535.99,193525.91,42989.92,28.56,Over Budget,MGR-12,Tax — Finance — Nov 2025
BVA-004513,2025-11,Q4 2025,2025,Operations,Revenue,427239.45,470089.46,42850.01,10.03,Over Budget,MGR-04,Revenue — Operations — Nov 2025
BVA-004514,2025-11,Q4 2025,2025,Operations,COGS,277749.8,260815.62,-16934.18,-6.1,Under Budget,MGR-01,COGS — Operations — Nov 2025
BVA-004515,2025-11,Q4 2025,2025,Operations,Sales & Mkt,92479.53,72231.33,-20248.2,-21.89,Under Budget,MGR-05,Sales & Mkt — Operations — Nov 2025
BVA-004516,2025-11,Q4 2025,2025,Operations,R&D,118518.38,117026.95,-1491.43,-1.26,Under Budget,MGR-05,R&D — Operations — Nov 2025
BVA-004517,2025-11,Q4 2025,2025,Operations,G&A,105111.43,112462.99,7351.56,6.99,Over Budget,MGR-13,G&A — Operations — Nov 2025
BVA-004518,2025-11,Q4 2025,2025,Operations,Payroll,96629.28,106597.61,9968.33,10.32,Over Budget,MGR-12,Payroll — Operations — Nov 2025
BVA-004519,2025-11,Q4 2025,2025,Operations,CapEx,73298.17,69867.38,-3430.79,-4.68,Under Budget,MGR-04,CapEx — Operations — Nov 2025
BVA-004520,2025-11,Q4 2025,2025,Operations,Tax,428382.64,455718.76,27336.12,6.38,Over Budget,MGR-10,Tax — Operations — Nov 2025
BVA-004521,2025-11,Q4 2025,2025,HR,Revenue,30141.66,26796.5,-3345.16,-11.1,Under Budget,MGR-07,Revenue — HR — Nov 2025
BVA-004522,2025-11,Q4 2025,2025,HR,COGS,374658.94,335864.09,-38794.85,-10.35,Under Budget,MGR-15,COGS — HR — Nov 2025
BVA-004523,2025-11,Q4 2025,2025,HR,Sales & Mkt,310262.16,225174.85,-85087.31,-27.42,Under Budget,MGR-01,Sales & Mkt — HR — Nov 2025
BVA-004524,2025-11,Q4 2025,2025,HR,R&D,275388.41,233038.62,-42349.79,-15.38,Under Budget,MGR-10,R&D — HR — Nov 2025
BVA-004525,2025-11,Q4 2025,2025,HR,G&A,343662.59,290828.72,-52833.87,-15.37,Under Budget,MGR-04,G&A — HR — Nov 2025
BVA-004526,2025-11,Q4 2025,2025,HR,Payroll,410897.24,484048.41,73151.17,17.8,Over Budget,MGR-04,Payroll — HR — Nov 2025
BVA-004527,2025-11,Q4 2025,2025,HR,CapEx,577814.63,470203.51,-107611.12,-18.62,Under Budget,MGR-14,CapEx — HR — Nov 2025
BVA-004528,2025-11,Q4 2025,2025,HR,Tax,427502.94,535142.6,107639.66,25.18,Over Budget,MGR-07,Tax — HR — Nov 2025
BVA-004529,2025-11,Q4 2025,2025,Support,Revenue,261233.33,261700.75,467.42,0.18,Over Budget,MGR-01,Revenue — Support — Nov 2025
BVA-004530,2025-11,Q4 2025,2025,Support,COGS,325566.1,343445.97,17879.87,5.49,Over Budget,MGR-02,COGS — Support — Nov 2025
BVA-004531,2025-11,Q4 2025,2025,Support,Sales & Mkt,269416.73,360474.33,91057.6,33.8,Over Budget,MGR-12,Sales & Mkt — Support — Nov 2025
BVA-004532,2025-11,Q4 2025,2025,Support,R&D,210793.51,199700.36,-11093.15,-5.26,Under Budget,MGR-11,R&D — Support — Nov 2025
BVA-004533,2025-11,Q4 2025,2025,Support,G&A,52480.48,67270.4,14789.92,28.18,Over Budget,MGR-01,G&A — Support — Nov 2025
BVA-004534,2025-11,Q4 2025,2025,Support,Payroll,555125.06,525108.59,-30016.47,-5.41,Under Budget,MGR-08,Payroll — Support — Nov 2025
BVA-004535,2025-11,Q4 2025,2025,Support,CapEx,415383.45,439690.57,24307.12,5.85,Over Budget,MGR-08,CapEx — Support — Nov 2025
BVA-004536,2025-11,Q4 2025,2025,Support,Tax,280807.02,254129.95,-26677.07,-9.5,Under Budget,MGR-08,Tax — Support — Nov 2025
BVA-004537,2025-11,Q4 2025,2025,Legal,Revenue,344747.46,359962.37,15214.91,4.41,Over Budget,MGR-11,Revenue — Legal — Nov 2025
BVA-004538,2025-11,Q4 2025,2025,Legal,COGS,113772.79,152110.7,38337.91,33.7,Over Budget,MGR-02,COGS — Legal — Nov 2025
BVA-004539,2025-11,Q4 2025,2025,Legal,Sales & Mkt,185360.22,223224.03,37863.81,20.43,Over Budget,MGR-04,Sales & Mkt — Legal — Nov 2025
BVA-004540,2025-11,Q4 2025,2025,Legal,R&D,46966.59,51179.04,4212.45,8.97,Over Budget,MGR-02,R&D — Legal — Nov 2025
BVA-004541,2025-11,Q4 2025,2025,Legal,G&A,29142.67,28283.71,-858.96,-2.95,Under Budget,MGR-06,G&A — Legal — Nov 2025
BVA-004542,2025-11,Q4 2025,2025,Legal,Payroll,456968.73,539847.3,82878.57,18.14,Over Budget,MGR-10,Payroll — Legal — Nov 2025
BVA-004543,2025-11,Q4 2025,2025,Legal,CapEx,341671.39,283513.28,-58158.11,-17.02,Under Budget,MGR-11,CapEx — Legal — Nov 2025
BVA-004544,2025-11,Q4 2025,2025,Legal,Tax,291771.64,302226.73,10455.09,3.58,Over Budget,MGR-04,Tax — Legal — Nov 2025
BVA-004545,2025-12,Q4 2025,2025,Sales,Revenue,142884.37,181879.89,38995.52,27.29,Over Budget,MGR-13,Revenue — Sales — Dec 2025
BVA-004546,2025-12,Q4 2025,2025,Sales,COGS,447376.03,490641.64,43265.61,9.67,Over Budget,MGR-04,COGS — Sales — Dec 2025
BVA-004547,2025-12,Q4 2025,2025,Sales,Sales & Mkt,118483.46,98764.68,-19718.78,-16.64,Under Budget,MGR-14,Sales & Mkt — Sales — Dec 2025
BVA-004548,2025-12,Q4 2025,2025,Sales,R&D,460874.39,495753.98,34879.59,7.57,Over Budget,MGR-10,R&D — Sales — Dec 2025
BVA-004549,2025-12,Q4 2025,2025,Sales,G&A,566785.32,613562.58,46777.26,8.25,Over Budget,MGR-01,G&A — Sales — Dec 2025
BVA-004550,2025-12,Q4 2025,2025,Sales,Payroll,316863.0,412412.35,95549.35,30.15,Over Budget,MGR-10,Payroll — Sales — Dec 2025
BVA-004551,2025-12,Q4 2025,2025,Sales,CapEx,421977.57,555469.36,133491.79,31.63,Over Budget,MGR-05,CapEx — Sales — Dec 2025
BVA-004552,2025-12,Q4 2025,2025,Sales,Tax,338820.43,270387.54,-68432.89,-20.2,Under Budget,MGR-13,Tax — Sales — Dec 2025
BVA-004553,2025-12,Q4 2025,2025,Engineering,Revenue,32311.28,27299.36,-5011.92,-15.51,Under Budget,MGR-01,Revenue — Engineering — Dec 2025
BVA-004554,2025-12,Q4 2025,2025,Engineering,COGS,475672.61,513470.44,37797.83,7.95,Over Budget,MGR-06,COGS — Engineering — Dec 2025
BVA-004555,2025-12,Q4 2025,2025,Engineering,Sales & Mkt,120711.7,141322.72,20611.02,17.07,Over Budget,MGR-14,Sales & Mkt — Engineering — Dec 2025
BVA-004556,2025-12,Q4 2025,2025,Engineering,R&D,116949.04,91905.83,-25043.21,-21.41,Under Budget,MGR-12,R&D — Engineering — Dec 2025
BVA-004557,2025-12,Q4 2025,2025,Engineering,G&A,405677.36,368986.32,-36691.04,-9.04,Under Budget,MGR-05,G&A — Engineering — Dec 2025
BVA-004558,2025-12,Q4 2025,2025,Engineering,Payroll,491662.33,437124.21,-54538.12,-11.09,Under Budget,MGR-11,Payroll — Engineering — Dec 2025
BVA-004559,2025-12,Q4 2025,2025,Engineering,CapEx,429983.29,398076.14,-31907.15,-7.42,Under Budget,MGR-13,CapEx — Engineering — Dec 2025
